Directory	Run	LogLikelihood	ModelParameters	ModelValues	Theta
output_proj_het_group3-group4_process1_02-7-25	Run 8	-8159.18	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(200.0, 0.07914, 0.31327, 1.26837, 0.77044, 5.17247, 3.28257, 2.11294, 11.75717, 22.05216, 2.23117, 0.77525, 0.00e+00, 0.20982)	9009.103418222736
output_proj_het_group2-group4_process6_02-7-25	Run 5	-5038.56	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(5.97701, 14.71624, 1.75522, 28.35134, 33.94692, 6.80671, 4.81894, 0.01866, 4.67721, 16.82066, 9.99985, 7.45471, 0.66666, 0.41068)	6001.4235831120495
output_proj_het_group2-group4_process6_02-7-25	Run 8	-5102.28	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(5.43447, 18.06747, 1.77905, 31.17371, 30.25788, 6.24447, 5.56985, 0.02322, 4.72548, 74.31882, 7.79142, 5.85124, 0.64997, 0.42427)	5943.995245483759
output_proj_het_group2-group4_process6_02-7-25	Run 4	-8186.03	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(200.0, 0.04197, 0.40598, 0.48161, 1.0, 5.17799, 1.41467, 1.66074, 12.02989, 18.16529, 2.65448, 1.48735, 0.00082, 0.41391)	10578.047875509508
output_proj_het_group2-group4_process6_02-7-25	Run 3	-8252.71	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 200.0, 1.03492, 2.50938, 0.99998, 0.71948, 2.76149, 2.74975, 20.23895, 31.84319, 2.21263, 1.20626, 0.00107, 0.44978)	6203.219496371708
output_proj_het_group2-Amil_process2_02-7-25	Run 7	-7522.96	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.68095, 200.0, 1.08456, 12.2192, 4.81082, 0.02016, 0.04838, 0.2133, 13.01727, 7.23884, 0.61655, 4.46228, 0.09266, 0.53553)	16497.728166145098
output_proj_het_group2-Amil_process2_02-7-25	Run 8	-7792.83	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.63338, 200.0, 1.05264, 9.70133, 5.06336, 0.02143, 0.05338, 0.2448, 15.4608, 6.20327, 0.55229, 3.98045, 0.10792, 0.52355)	16909.972142887098
output_proj_het_group2-Amil_process2_02-7-25	Run 4	-7999.33	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.09796, 14.965, 1.40942, 14.16709, 8.11781, 3.93147, 10.0, 0.01342, 128.76091, 12.04588, 9.39502, 10.0, 0.76693, 0.63411)	13680.705475487304
output_proj_het_group2-Amil_process2_02-7-25	Run 5	-8646.46	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.73084, 200.0, 1.03194, 11.20979, 4.96878, 0.001, 8.24e-13, 0.3139, 14.30918, 6.55033, 0.41755, 2.70154, 9e-05, 0.46327)	16247.904608328286
output_proj_het_group3-Amil_process4_02-7-25	Run 4	-7738.05	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.65912, 200.0, 1.05973, 10.82178, 4.51979, 0.02906, 0.09617, 0.15287, 13.47489, 7.22785, 0.89293, 6.36026, 0.27323, 0.56048)	18563.87005518411
output_proj_het_group3-Amil_process4_02-7-25	Run 8	-8385.98	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.70316, 200.0, 1.13316, 11.95404, 4.84268, 0.001, 0.05587, 0.34495, 13.8453, 7.3268, 0.38356, 2.45594, 0.00e+00, 0.46974)	16428.9310238751
output_proj_het_group3-Amil_process4_02-7-25	Run 7	-8697.44	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.57731, 200.0, 0.96222, 10.13716, 4.54581, 0.001, 0.06678, 0.36203, 12.06416, 5.93033, 0.37918, 2.38331, 0.00e+00, 0.44741)	18466.810092100626
output_proj_het_group3-Amil_process4_02-7-25	Run 2	-9230.89	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.66256, 200.0, 1.04531, 10.31052, 4.66095, 0.26593, 2.66313, 0.01757, 12.59164, 103.22469, 7.18221, 10.0, 0.63218, 0.64117)	20447.889994024074
output_proj_het_group3-Amil_process4_02-7-25	Run 3	-11759.53	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.20306, 200.0, 0.62282, 1.001, 7.08655, 0.07674, 0.36299, 0.8873, 10.50105, 4.87698, 0.26128, 1.3299, 2e-05, 0.38644)	21483.618794352446
output_proj_het_group1-group4_process5_02-7-25	Run 1	-6938.57	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.59782, 20.9515, 1.34444, 19.1648, 39.2341, 10.0, 9.84e-24, 0.01862, 4.7461, 3.71735, 9.68995, 10.0, 0.70176, 0.36764)	7085.242639304099
output_proj_het_group1-group4_process5_02-7-25	Run 4	-7668.84	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.14078, 200.0, 1.32017, 3.12719, 180.23243, 0.15366, 0.70499, 0.64814, 15.75348, 18.992, 3.15758, 0.05555, 0.04316, 0.52587)	7371.089360692765
output_proj_het_group1-group4_process5_02-7-25	Run 6	-8138.01	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.09303, 200.0, 0.87536, 2.18765, 200.0, 0.30129, 1.09168, 0.8424, 13.06625, 20.28422, 7.75444, 1.02116, 0.01957, 0.56777)	8762.639655694291
output_proj_het_group1-group4_process5_02-7-25	Run 5	-8350.31	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 200.0, 0.88502, 0.64326, 41.26308, 0.00e+00, 1.42958, 0.66157, 10.24592, 11.50597, 0.56909, 1.51767, 0.13842, 0.16821)	13494.270164516147
output_proj_het_group3-Amil_process5_02-7-25	Run 6	-7708.62	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.78201, 200.0, 1.28639, 12.89042, 5.29647, 0.01457, 0.05299, 0.24449, 14.8967, 7.85099, 0.53556, 3.73495, 0.00e+00, 0.52872)	15527.979850273561
output_proj_het_group3-Amil_process5_02-7-25	Run 7	-8874.30	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.86294, 200.0, 1.23762, 13.31634, 5.80699, 2.01e-22, 10.0, 0.01681, 6.34135, 34.2728, 8.18637, 10.0, 0.70495, 0.61599)	17841.188151955314
output_proj_het_group1-group3_process5_02-7-25	Run 3	-6394.74	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(2.12494, 15.95567, 1.6611, 23.3681, 34.88562, 4.6726, 4.68468, 0.02132, 9.43267, 4.64479, 8.63066, 10.0, 0.69856, 0.39134)	5509.182730903968
output_proj_het_group1-group3_process5_02-7-25	Run 1	-7754.74	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 200.0, 0.67778, 1.65579, 200.0, 0.35768, 1.31555, 0.77069, 12.84971, 14.47303, 5.03606, 1.93051, 0.00331, 0.52065)	9449.910897489659
output_proj_het_group1-group3_process5_02-7-25	Run 7	-7757.51	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 200.0, 0.89785, 1.91369, 200.0, 0.2867, 0.96439, 1.0069, 15.58291, 17.84712, 3.2833, 1.30959, 0.00e+00, 0.4988)	7511.022382526397
output_proj_het_group1-group3_process5_02-7-25	Run 2	-7974.65	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 200.0, 0.5669, 0.99999, 200.0, 0.51386, 1.65676, 0.86262, 12.0684, 14.6322, 5.8801, 2.55908, 0.00191, 0.51961)	9899.818032233203
output_proj_het_group1-group3_process5_02-7-25	Run 6	-8161.48	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.0, 8.9519, 3.00026, 0.97313, 68.37253, 0.00e+00, 0.66812, 1.57194, 22.37588, 25.09931, 0.45434, 0.48785, 0.00e+00, 0.25929)	5422.213830910388
output_proj_het_group1-Amil_process4_02-7-25	Run 5	-9704.79	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.15588, 200.0, 0.63621, 0.99993, 5.78671, 0.05364, 0.49513, 0.49542, 9.18185, 4.49606, 0.33779, 2.06524, 0.123, 0.48012)	23723.517491135077
output_proj_het_group1-Amil_process4_02-7-25	Run 6	-10314.08	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 0.01, 1.58725, 0.3386, 81.14827, 0.09474, 0.78145, 0.71909, 8.91723, 4.90106, 0.28917, 1.57993, 0.012, 0.45087)	21177.29823527033
output_proj_het_group2-group4_process1_02-7-25	Run 5	-5062.59	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(5.71975, 15.46346, 1.78868, 28.76365, 32.87975, 6.23507, 4.98544, 0.01638, 4.3091, 17.82294, 10.0, 7.93726, 0.63689, 0.42036)	5949.446229549744
output_proj_het_group2-group4_process1_02-7-25	Run 2	-5066.38	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(5.74511, 15.1972, 1.74538, 26.20764, 33.03967, 5.86872, 4.32918, 0.01821, 6.27018, 21.42461, 10.0, 7.7854, 0.65702, 0.43204)	6069.753531331929
output_proj_het_group2-group4_process1_02-7-25	Run 3	-5083.21	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(5.6549, 15.25291, 1.70266, 26.07475, 32.13036, 7.21684, 5.15156, 0.01816, 5.95399, 19.95425, 10.0, 7.72166, 0.66404, 0.42276)	6190.151906514697
output_proj_het_group2-group4_process1_02-7-25	Run 8	-8118.27	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(200.0, 0.22909, 0.69472, 0.69073, 2.09477, 3.39428, 0.58433, 2.05036, 15.74766, 23.96096, 2.29025, 1.26325, 0.00088, 0.42738)	8173.217049872844
output_proj_het_group2-group4_process1_02-7-25	Run 4	-8196.45	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.21988, 0.20128, 0.84094, 0.23848, 2.4086, 10.0, 8.43e-21, 1.44082, 11.38472, 17.18721, 3.70058, 2.23179, 0.00038, 0.44858)	11404.821488167527
output_proj_het_group1-Amil_process7_02-7-25	Run 6	-8977.31	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.29461, 200.0, 0.62597, 6.26001, 3.77074, 0.12317, 2.29222, 0.01676, 109.15271, 9.98226, 6.40945, 10.0, 0.54982, 0.70115)	26966.935391630253
output_proj_het_group1-Amil_process7_02-7-25	Run 4	-9340.84	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.19233, 200.0, 0.3799, 3.68005, 5.61617, 0.001, 6.27e-17, 0.25278, 7.03598, 3.09099, 0.35619, 3.7149, 0.38368, 0.42653)	29744.908385295606
output_proj_het_group1-Amil_process7_02-7-25	Run 2	-9515.59	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.26005, 200.0, 0.60722, 6.00091, 7.27861, 1.97406, 0.00e+00, 0.02667, 200.0, 1.0, 2.57943, 10.0, 0.74787, 0.6141)	23319.974726840977
output_proj_het_group1-group4_process1_02-7-25	Run 4	-9190.48	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.30943, 200.0, 0.79581, 0.07619, 50.68874, 8.5111, 0.31867, 0.78409, 13.09246, 25.09178, 2.42808, 0.00e+00, 5e-05, 0.44125)	7839.037147364934
output_proj_het_group1-group4_process1_02-7-25	Run 2	-11406.94	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01947, 149.97621, 0.16276, 0.18885, 200.0, 4.87103, 6.44433, 1.59678, 9.29414, 21.51803, 3.64431, 0.85915, 0.00e+00, 0.45018)	9672.870816244646
output_proj_het_group1-Amil_process8_02-7-25	Run 5	-7625.65	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.3204, 200.0, 0.60844, 5.93841, 4.16584, 0.001, 0.24924, 0.09338, 10.75639, 3.71928, 1.14642, 9.18267, 0.4485, 0.55523)	25291.99863158771
output_proj_het_group2-Amil_process7_02-7-25	Run 3	-7114.40	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.81888, 200.0, 1.30798, 13.30744, 5.52148, 0.02178, 0.04701, 0.1554, 16.69237, 9.66337, 0.91669, 6.21186, 0.15831, 0.57265)	14572.091045710795
output_proj_het_group2-Amil_process7_02-7-25	Run 1	-8015.93	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.94735, 200.0, 1.26172, 14.88561, 6.1936, 2.56261, 10.0, 0.01397, 4.18405, 103.30963, 8.81001, 10.0, 0.73976, 0.63986)	15130.705655819007
output_proj_het_group2-Amil_process7_02-7-25	Run 7	-8531.93	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.77515, 200.0, 1.20718, 11.87055, 5.80989, 0.35409, 3.24652, 0.01182, 200.0, 42.39633, 10.0, 10.0, 0.63972, 0.6499)	16812.046905012292
output_proj_het_group2-Amil_process7_02-7-25	Run 4	-8600.70	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.70764, 200.0, 0.9724, 12.03098, 4.52588, 0.001, 7.21e-13, 0.27889, 12.60536, 6.91662, 0.46824, 3.00351, 0.00859, 0.46925)	17033.423049303325
output_proj_het_group3-Amil_process7_02-7-25	Run 4	-8350.89	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.66475, 200.0, 1.02774, 11.80125, 4.69405, 0.001, 0.05444, 0.28212, 12.21293, 6.35627, 0.48432, 2.99814, 0.00e+00, 0.47414)	17882.325024778915
output_proj_het_group3-Amil_process7_02-7-25	Run 1	-9027.70	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.06025, 9.26082, 1.38844, 14.92123, 9.73137, 3.16075, 10.0, 0.01193, 4.27108, 1.0, 10.0, 10.0, 0.72717, 0.61074)	14961.642597583477
output_proj_het_group3-Amil_process7_02-7-25	Run 5	-11764.63	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.23183, 200.0, 0.70426, 1.001, 6.7801, 0.05662, 0.34225, 1.01629, 11.34824, 5.60076, 0.24172, 1.08337, 0.00e+00, 0.38095)	19408.374313666533
output_proj_het_group3-Amil_process7_02-7-25	Run 2	-12010.52	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.25493, 200.0, 1.36356, 1.0, 6.12018, 0.001, 0.52007, 1.39478, 14.3721, 7.45905, 0.19114, 0.76613, 0.07304, 0.37271)	14985.621845221001
output_proj_het_group1-group4_process2_02-7-25	Run 1	-6724.67	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.36969, 200.0, 0.84753, 7.48914, 18.42504, 0.00e+00, 1.69712, 0.0954, 10.59491, 8.88296, 3.43349, 0.56389, 0.18535, 0.33673)	13207.079724796495
output_proj_het_group1-group4_process2_02-7-25	Run 7	-7312.23	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.27697, 200.0, 0.68451, 7.54096, 11.05726, 0.00e+00, 2.53034, 0.02693, 5.08863, 6.56424, 9.86626, 1.35001, 0.17201, 0.36236)	17238.407142714525
output_proj_het_group1-group4_process2_02-7-25	Run 3	-7784.59	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.1106, 200.0, 1.13926, 2.80068, 200.0, 0.18835, 0.81845, 0.66726, 13.48717, 18.43098, 3.81756, 0.18871, 0.03158, 0.53427)	8092.688874772481
output_proj_het_group1-group4_process2_02-7-25	Run 5	-8179.20	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.07067, 200.0, 1.20753, 0.42057, 115.93472, 0.07946, 1.52032, 0.58374, 8.45599, 12.41376, 1.36013, 0.80821, 0.00038, 0.26212)	13015.598498441255
output_proj_het_group1-group4_process2_02-7-25	Run 4	-8532.59	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 200.0, 0.78967, 1.0, 200.0, 0.43173, 1.26757, 0.8325, 11.39317, 19.29766, 4.86986, 0.49456, 0.01162, 0.52164)	9610.087185309794
output_proj_het_group2-group3_process8_02-7-25	Run 6	-5220.26	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(6.21489, 23.53818, 1.64671, 42.05783, 17.44899, 4.42435, 8.00343, 0.02009, 2.64006, 59.65099, 8.47347, 8.91896, 0.58255, 0.29622)	5870.256045121957
output_proj_het_group2-group3_process8_02-7-25	Run 7	-8395.03	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(200.0, 0.99999, 0.49549, 3.20062, 200.0, 0.00e+00, 1.14194, 2.1459, 20.46918, 24.03079, 1.47926, 0.87304, 0.00e+00, 0.32448)	6148.591233361455
output_proj_het_group2-group3_process8_02-7-25	Run 5	-8452.87	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(200.0, 0.05552, 0.30179, 0.58123, 1.0, 6.19087, 3.07134, 1.88157, 15.32987, 15.52047, 1.64858, 1.63642, 0.00e+00, 0.3159)	8728.754182848525
output_proj_het_group2-group3_process8_02-7-25	Run 4	-8499.17	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 200.0, 3.76443, 10.5304, 12.01944, 0.24258, 0.4015, 7.21218, 77.30161, 94.03346, 5.69315, 2.33634, 0.00143, 0.45267)	1797.3186577860865
output_proj_het_group2-group3_process8_02-7-25	Run 1	-9006.34	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01473, 0.01008, 0.00055, 0.01, 0.25911, 10.0, 10.0, 2.39505, 17.26529, 17.62491, 1.29719, 1.34887, 0.00e+00, 0.30134)	7451.204899965099
output_proj_het_group1-group2_process8_02-7-25	Run 4	-6008.36	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.93465, 14.88917, 1.6026, 23.62835, 34.15596, 7.94691, 6.55841, 0.02159, 10.39582, 5.05721, 6.97786, 10.0, 0.70891, 0.39786)	5357.938448349196
output_proj_het_group1-group2_process8_02-7-25	Run 7	-6455.08	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.69813, 200.0, 1.22889, 16.49404, 12.0779, 0.00893, 1.08903, 0.09251, 16.69267, 57.84896, 2.30554, 2.27557, 0.32267, 0.39773)	8001.650954519184
output_proj_het_group1-group2_process8_02-7-25	Run 3	-6800.92	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.0, 6.88158, 1.99557, 23.98884, 59.00854, 0.00e+00, 0.67906, 0.01508, 8.2817, 1.001, 10.0, 10.0, 0.26723, 0.29992)	5620.4600587016785
output_proj_het_group1-group2_process8_02-7-25	Run 6	-7090.39	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 200.0, 0.86494, 1.90739, 200.0, 0.29414, 0.96113, 1.00893, 17.62091, 17.95633, 5.62327, 2.6812, 0.001, 0.55379)	7128.535947417818
output_proj_het_group2-group4_process3_02-7-25	Run 5	-5008.71	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(7.98536, 11.15084, 2.21436, 24.80607, 70.28844, 10.0, 3.59119, 0.01779, 5.50106, 2.36721, 10.0, 8.15886, 0.61251, 0.39798)	4979.409664984679
output_proj_het_group2-group4_process3_02-7-25	Run 6	-5125.17	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(5.43054, 18.16425, 1.73467, 29.19501, 29.60884, 5.54653, 4.96554, 0.01659, 3.95683, 92.57009, 10.0, 8.01672, 0.64378, 0.41929)	6097.715628280135
output_proj_het_group2-group4_process3_02-7-25	Run 2	-7724.29	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(3.37081, 2.71993, 1.12363, 5.99178, 19.63378, 0.28845, 0.1542, 2.50371, 28.06808, 41.6861, 2.98556, 1.46111, 3e-05, 0.4995)	4913.787185643086
output_proj_het_group2-group4_process3_02-7-25	Run 7	-8110.47	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(200.0, 0.07494, 0.60978, 0.53542, 1.5168, 4.47225, 0.88196, 1.78935, 13.28913, 20.33637, 2.90715, 1.64059, 0.00068, 0.43646)	9566.977089121898
output_proj_het_group1-group4_process3_02-7-25	Run 5	-6192.35	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.99998, 74.1009, 1.60749, 16.2693, 23.05241, 0.01402, 0.76363, 0.02837, 24.59093, 30.43941, 10.0, 3.31037, 0.32463, 0.39218)	7352.194945230093
output_proj_het_group1-group4_process3_02-7-25	Run 3	-6483.88	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.26372, 15.97912, 2.25319, 21.40021, 65.16488, 0.00531, 0.55588, 0.02817, 12.41075, 2.71748, 10.0, 4.54563, 0.32976, 0.35129)	5541.91994460375
output_proj_het_group1-group4_process3_02-7-25	Run 6	-8361.28	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.14588, 200.0, 0.63488, 0.31889, 39.62114, 0.00e+00, 2.46884, 0.47128, 6.60778, 8.61066, 1.02527, 1.77712, 0.04969, 0.18486)	19087.042557393474
output_proj_het_group1-group4_process3_02-7-25	Run 2	-8678.43	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 200.0, 1.01197, 1.0, 200.0, 0.36692, 0.99595, 1.03109, 12.47563, 23.83419, 3.27793, 0.24248, 0.001, 0.48643)	7924.665231728606
output_proj_het_group1-group4_process3_02-7-25	Run 4	-10106.72	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.79615, 200.0, 1.07404, 13.112, 17.65797, 0.58999, 0.60028, 0.00e+00, 1.00392, 0.09614, 0.00e+00, 0.00e+00, 0.17921, 0.79525)	9074.234730876004
output_proj_het_group1-group3_process2_02-7-25	Run 4	-7760.58	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 200.0, 1.18512, 2.37717, 200.0, 0.20069, 0.67789, 1.11932, 20.09321, 20.6317, 2.00488, 0.77112, 0.00034, 0.48134)	6198.312210290762
output_proj_het_group1-group3_process2_02-7-25	Run 3	-8113.91	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 200.0, 0.71446, 1.0, 200.0, 0.40933, 1.16534, 1.12087, 14.46413, 18.17206, 2.50144, 1.06498, 0.00e+00, 0.46149)	7933.236670684743
output_proj_het_group1-group3_process2_02-7-25	Run 2	-8586.22	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.2845, 200.0, 0.65561, 15.21154, 6.56689, 0.16269, 1.10643, 0.15076, 8.62081, 9.22422, 0.001, 9.99999, 0.14106, 0.42315)	13985.648145292887
output_proj_het_group1-group3_process2_02-7-25	Run 1	-9715.25	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.25543, 0.24911, 0.59481, 0.08602, 9.67814, 10.0, 0.001, 0.57822, 7.67213, 9.65635, 4.53777, 2.20167, 0.00e+00, 0.45876)	15898.3039550634
output_proj_het_group3-group4_process3_02-7-25	Run 6	-8295.62	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(200.0, 0.41058, 1.13752, 3.55501, 16.65858, 3.89954, 0.00e+00, 0.01101, 200.0, 1.65166, 10.0, 6.43777, 0.08104, 0.00074)	17026.068739119666
output_proj_het_group3-group4_process3_02-7-25	Run 5	-8326.95	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(186.5777, 0.03969, 0.15501, 0.97349, 0.99921, 10.0, 8.19755, 1.90229, 8.94992, 21.5567, 3.22152, 0.57716, 0.00e+00, 0.21375)	10127.294987693607
